Cppf_phi1,Cppf_phi2,Cppf_phi3,Cppf_phi4,Cppf_theta1,Cppf_theta2,Cppf_theta3,Cppf_theta4,cluster_size1,cluster_size2,cluster_size3,cluster_size4,Deltaphi12,Deltaphi23,Deltaphi34,Deltatheta12,Deltatheta23,Deltatheta34
876,871,876,871,14,17,15,16,2,3,2,2,5,-5,5,-3,2,-1
431,426,421,421,20,19,18,18,1,2,1,1,5,5,0,1,1,0
792,792,787,796,14,14,15,16,2,4,1,1,0,5,-9,0,-1,-1
215,201,206,201,18,19,18,19,2,2,4,2,14,-5,5,-1,1,-1
993,993,993,989,13,14,15,13,3,3,1,4,0,0,4,-1,-1,2
904,904,900,900,14,17,15,16,1,3,1,3,0,4,0,-3,2,-1
239,239,234,234,21,19,20,21,1,5,1,1,0,5,0,2,-1,-1
895,867,867,867,14,14,13,13,1,2,6,1,28,0,0,0,1,0
187,182,1078,1078,14,14,13,13,3,1,1,1,5,-896,0,0,1,0
534,529,529,524,21,19,20,19,1,1,2,1,5,0,5,2,-1,1
843,843,839,843,14,17,15,16,2,1,2,1,0,4,-4,-3,2,-1
918,914,1017,909,18,17,18,16,1,4,1,2,4,-103,108,1,-1,2
918,918,914,909,18,17,18,19,2,1,2,1,0,4,5,1,-1,-1
1003,998,998,998,13,14,12,13,1,1,1,1,5,0,0,-1,2,-1
1007,993,993,989,13,14,15,13,3,2,1,5,14,0,4,-1,-1,2
1068,1059,1059,1059,13,14,15,13,2,1,2,1,9,0,0,-1,-1,2
731,721,721,721,13,14,15,13,1,2,3,2,10,0,0,-1,-1,2
206,201,201,196,14,14,13,13,1,3,2,2,5,0,5,0,1,0
590,581,586,586,14,17,15,16,3,2,1,3,9,-5,0,-3,2,-1
543,539,529,529,21,19,20,21,1,1,1,1,4,10,0,2,-1,-1
187,1073,1073,1073,21,19,20,21,1,2,1,3,-886,0,0,2,-1,-1
267,257,257,257,14,14,13,13,1,3,3,3,10,0,0,0,1,0
548,539,539,792,14,14,15,13,1,1,1,1,9,0,-253,0,-1,2
829,824,815,810,18,19,18,19,1,1,1,1,5,9,5,-1,1,-1
993,993,989,993,20,19,20,21,1,1,4,1,0,4,-4,1,-1,-1
515,510,510,506,14,14,13,13,2,2,2,3,5,0,4,0,1,0
768,764,764,764,20,19,20,18,1,2,1,2,4,0,0,1,-1,2
187,1073,1068,1064,21,19,20,18,2,2,3,1,-886,5,4,2,-1,2
1045,1036,1036,1036,13,14,15,16,2,2,3,2,9,0,0,-1,-1,-1
515,506,515,515,18,17,18,19,1,1,2,1,9,-9,0,1,-1,-1
595,590,590,586,18,19,18,19,1,1,2,1,5,0,4,-1,1,-1
220,220,215,215,14,14,13,13,2,3,1,3,0,5,0,0,1,0
604,604,604,600,18,19,18,19,2,1,2,2,0,0,4,-1,1,-1
970,965,970,974,20,19,18,18,3,2,2,1,5,-5,-4,1,1,0
286,276,281,276,21,19,20,18,1,2,2,1,10,-5,5,2,-1,2
360,356,365,365,20,19,18,18,1,2,1,3,4,-9,0,1,1,0
257,253,248,243,18,19,18,18,2,1,1,2,4,5,5,-1,1,0
337,342,332,337,20,19,20,21,3,1,1,2,-5,10,-5,1,-1,-1
262,257,262,257,18,17,18,18,1,2,2,1,5,-5,5,1,-1,0
581,571,567,567,14,14,15,16,3,2,1,3,10,4,0,0,-1,-1
286,351,286,281,18,19,18,16,1,2,2,2,-65,65,5,-1,1,2
637,623,623,628,13,14,15,13,2,2,1,1,14,0,-5,-1,-1,2
478,473,478,468,17,16,18,18,2,1,2,1,5,-5,10,1,-2,0
487,473,478,473,14,14,15,13,2,2,1,3,14,-5,5,0,-1,2
492,482,487,482,14,17,15,16,3,2,2,1,10,-5,5,-3,2,-1
623,618,618,623,18,19,18,19,1,2,1,1,5,0,-5,-1,1,-1
1012,1007,1012,1003,13,14,15,16,1,3,1,2,5,-5,9,-1,-1,-1
220,210,206,210,14,17,15,16,2,2,1,1,10,4,-4,-3,2,-1
393,389,389,384,17,16,18,18,3,3,2,1,4,0,5,1,-2,0
210,206,201,206,18,17,18,16,1,1,5,1,4,5,-5,1,-1,2
665,651,651,651,13,16,15,16,2,2,1,2,14,0,0,-3,1,-1
224,220,215,215,21,19,20,21,3,2,1,1,4,5,0,2,-1,-1
736,736,726,731,17,16,15,16,2,5,3,1,0,10,-5,1,1,-1
365,360,365,365,20,19,18,18,2,2,2,2,5,-5,0,1,1,0
445,445,440,440,13,14,15,13,1,2,1,1,0,5,0,-1,-1,2
571,571,571,567,14,14,13,13,5,3,1,2,0,0,4,0,1,0
210,215,210,206,14,14,15,13,2,2,2,2,-5,5,4,0,-1,2
581,571,567,562,14,14,15,16,1,3,2,1,10,4,5,0,-1,-1
220,210,220,215,14,14,15,13,3,2,1,2,10,-10,5,0,-1,2
267,253,253,253,14,17,15,16,2,1,2,2,14,0,0,-3,2,-1
839,839,839,834,14,17,15,16,2,2,2,2,0,0,5,-3,2,-1
346,346,351,351,13,16,15,16,3,2,2,1,0,-5,0,-3,1,-1
801,796,796,796,18,19,18,19,2,1,2,1,5,0,0,-1,1,-1
820,815,829,820,18,19,18,19,3,2,2,1,5,-14,9,-1,1,-1
970,965,970,965,17,16,18,16,3,2,2,1,5,-5,5,1,-2,2
759,754,759,754,20,19,20,18,1,1,1,1,5,-5,5,1,-1,2
768,759,764,759,20,19,20,18,3,2,2,2,9,-5,5,1,-1,2
693,689,689,689,17,16,15,16,1,2,1,1,4,0,0,1,1,-1
764,759,759,759,17,16,18,18,3,1,3,1,5,0,0,1,-2,0
590,567,567,576,14,14,13,13,1,2,3,1,23,0,-9,0,1,0
974,970,960,965,20,19,20,21,2,2,1,1,4,10,-5,1,-1,-1
768,768,759,759,13,14,15,13,3,3,1,3,0,9,0,-1,-1,2
304,295,295,295,18,19,18,19,3,1,2,1,9,0,0,-1,1,-1
267,262,253,248,14,14,13,13,2,1,1,2,5,9,5,0,1,0
810,810,806,806,14,14,15,13,2,3,3,1,0,4,0,0,-1,2
979,974,970,970,13,14,15,16,2,1,2,1,5,4,0,-1,-1,-1
674,665,665,670,20,19,18,18,2,1,1,1,9,0,-5,1,1,0
557,548,553,548,14,14,15,13,3,2,1,3,9,-5,5,0,-1,2
792,787,787,787,18,17,18,19,2,2,3,2,5,0,0,1,-1,-1
890,881,876,881,14,17,15,16,1,3,3,1,9,5,-5,-3,2,-1
703,698,693,693,13,14,15,13,1,3,2,4,5,5,0,-1,-1,2
407,403,398,398,20,19,20,21,1,1,1,3,4,5,0,1,-1,-1
337,337,332,332,13,14,13,13,2,1,1,1,0,5,0,-1,1,0
548,548,548,553,18,17,18,18,1,1,1,1,0,0,-5,1,-1,0
450,445,450,450,20,19,20,21,2,1,1,1,5,-5,0,1,-1,-1
370,365,365,360,13,14,15,13,1,3,1,2,5,0,5,-1,-1,2
417,412,412,412,17,16,15,16,3,2,1,2,5,0,0,1,1,-1
510,510,506,506,14,17,15,16,2,1,1,1,0,4,0,-3,2,-1
487,482,478,473,21,19,20,21,1,1,1,1,5,4,5,2,-1,-1
731,721,721,726,17,16,15,16,1,2,2,1,10,0,-5,1,1,-1
604,600,595,595,18,19,18,19,2,2,1,2,4,5,0,-1,1,-1
454,450,450,450,17,16,18,16,3,1,1,1,4,0,0,1,-2,2
1050,1045,1040,1045,20,19,20,21,2,2,2,1,5,5,-5,1,-1,-1
951,421,946,942,17,14,18,16,3,1,2,1,530,-525,4,3,-4,2
393,398,389,389,17,19,18,18,1,3,1,2,-5,9,0,-2,1,0
740,740,740,736,17,16,15,16,1,1,1,2,0,0,4,1,1,-1
759,754,759,750,13,14,15,13,2,3,2,2,5,-5,9,-1,-1,2
314,314,309,309,14,14,15,13,2,3,1,1,0,5,0,0,-1,2
703,707,703,698,13,16,15,16,1,3,1,2,-4,4,5,-3,1,-1
998,989,984,984,20,19,20,18,4,2,1,1,9,5,0,1,-1,2
693,684,684,684,17,16,15,16,2,2,1,3,9,0,0,1,1,-1
374,370,370,370,20,19,20,18,3,1,2,1,4,0,0,1,-1,2
942,937,932,937,20,19,20,21,1,2,1,3,5,5,-5,1,-1,-1
740,736,736,736,17,16,15,16,1,2,1,1,4,0,0,1,1,-1
374,360,365,374,13,14,12,13,2,2,1,3,14,-5,-9,-1,2,-1
942,937,932,937,20,19,18,18,2,3,1,1,5,5,-5,1,1,0
487,487,492,487,18,19,18,19,1,1,2,2,0,-5,5,-1,1,-1
970,970,970,970,13,14,15,13,1,1,1,3,0,0,0,-1,-1,2
806,801,796,796,14,14,13,13,1,2,1,1,5,5,0,0,1,0
529,524,524,520,18,19,18,19,3,1,2,1,5,0,4,-1,1,-1
220,220,220,215,14,14,15,16,1,1,2,1,0,0,5,0,-1,-1
421,421,421,421,13,14,12,13,1,3,2,3,0,0,0,-1,2,-1
454,450,445,445,13,16,15,16,2,2,1,1,4,5,0,-3,1,-1
243,234,243,239,14,14,13,13,1,4,2,2,9,-9,4,0,1,0
1040,1040,1045,1036,13,14,12,13,2,3,2,2,0,-5,9,-1,2,-1
290,281,290,281,18,19,18,19,3,2,2,2,9,-9,9,-1,1,-1
787,787,787,782,21,19,21,21,3,1,2,1,0,0,5,2,-2,0
210,187,182,192,14,14,13,13,3,1,1,3,23,5,-10,0,1,0
773,764,768,764,20,19,20,18,1,2,1,1,9,-4,4,1,-1,2
796,796,796,792,14,14,15,13,3,3,2,3,0,0,4,0,-1,2
229,234,229,229,14,14,15,13,3,2,2,1,-5,5,0,0,-1,2
693,684,684,679,13,14,15,13,1,3,1,2,9,0,5,-1,-1,2
665,646,660,660,17,16,15,16,1,1,1,3,19,-14,0,1,1,-1
318,309,309,431,14,14,15,16,2,2,2,1,9,0,-122,0,-1,-1
356,351,351,351,17,16,15,16,3,2,1,1,5,0,0,1,1,-1
346,342,342,342,20,19,18,18,1,1,1,1,4,0,0,1,1,0
1012,1007,998,1003,13,14,12,13,1,5,5,1,5,9,-5,-1,2,-1
778,773,773,773,13,14,15,13,1,3,1,1,5,0,0,-1,-1,2
1003,989,1003,993,13,14,12,13,1,2,1,1,14,-14,10,-1,2,-1
989,984,993,993,20,19,18,18,2,2,1,1,5,-9,0,1,1,0
674,670,665,665,20,19,20,18,1,2,2,1,4,5,0,1,-1,2
895,890,890,895,21,19,20,21,2,4,1,1,5,0,-5,2,-1,-1
229,220,215,215,14,17,15,16,1,3,3,1,9,5,0,-3,2,-1
234,224,229,224,18,17,18,19,1,2,1,2,10,-5,5,1,-1,-1
773,764,768,759,17,16,15,16,1,1,1,2,9,-4,9,1,1,-1
974,965,965,960,20,19,18,18,1,3,1,2,9,0,5,1,1,0
229,229,234,234,18,19,18,18,2,2,1,1,0,-5,0,-1,1,0
323,314,314,314,14,14,15,13,3,2,3,1,9,0,0,0,-1,2
1036,1026,1031,1040,17,16,15,16,2,1,1,1,10,-5,-9,1,1,-1
1031,1031,1026,1026,13,16,15,16,1,2,1,3,0,5,0,-3,1,-1
984,974,979,974,20,19,18,18,1,2,2,1,10,-5,5,1,1,0
918,909,923,914,21,19,21,21,3,2,1,3,9,-14,9,2,-2,0
792,764,778,778,14,14,13,13,1,3,2,1,28,-14,0,0,1,0
506,482,487,482,14,14,13,13,1,2,2,1,24,-5,5,0,1,0
239,234,234,234,14,14,13,13,1,3,3,1,5,0,0,0,1,0
276,271,271,271,14,14,15,16,2,2,1,1,5,0,0,0,-1,-1
998,993,989,989,20,19,20,18,1,2,1,1,5,4,0,1,-1,2
346,342,337,337,17,16,18,16,1,2,1,1,4,5,0,1,-2,2
276,267,257,253,14,17,15,16,1,3,1,4,9,10,4,-3,2,-1
389,384,389,379,13,14,15,13,2,2,2,2,5,-5,10,-1,-1,2
726,721,721,717,13,14,15,13,3,5,3,2,5,0,4,-1,-1,2
187,192,187,187,14,14,13,13,2,2,3,1,-5,5,0,0,1,0
224,220,210,210,14,14,15,13,1,1,1,3,4,10,0,0,-1,2
989,979,984,984,17,16,15,16,3,1,2,1,10,-5,0,1,1,-1
960,965,960,960,13,16,15,16,3,2,3,2,-5,5,0,-3,1,-1
417,421,412,407,13,14,15,13,1,2,2,4,-4,9,5,-1,-1,2
970,960,956,956,20,19,20,21,2,1,1,1,10,4,0,1,-1,-1
510,506,506,506,18,19,18,19,2,3,1,1,4,0,0,-1,1,-1
1068,1064,1064,1064,13,14,15,13,3,4,1,1,4,0,0,-1,-1,2
768,768,764,764,17,16,18,18,3,1,2,1,0,4,0,1,-2,0
454,450,445,445,17,16,18,18,2,1,1,1,4,5,0,1,-2,0
721,721,717,717,20,19,20,21,3,1,1,1,0,4,0,1,-1,-1
543,534,534,534,14,14,15,16,2,2,1,2,9,0,0,0,-1,-1
450,445,450,445,20,19,20,21,2,2,2,4,5,-5,5,1,-1,-1
314,309,309,309,18,17,18,16,1,2,1,1,5,0,0,1,-1,2
506,501,501,501,14,14,13,13,3,3,2,1,5,0,0,0,1,0
529,529,529,524,21,19,20,21,1,1,3,3,0,0,5,2,-1,-1
412,403,407,403,17,16,18,18,1,2,2,2,9,-4,4,1,-2,0
712,707,707,717,17,16,18,18,1,2,1,1,5,0,-10,1,-2,0
768,759,768,768,13,14,12,13,3,4,2,1,9,-9,0,-1,2,-1
482,482,478,478,21,19,20,21,1,1,1,1,0,4,0,2,-1,-1
248,234,234,229,14,14,15,13,3,1,2,2,14,0,5,0,-1,2
506,501,496,496,14,14,15,13,1,2,1,1,5,5,0,0,-1,2
543,543,543,539,18,17,18,18,2,1,4,2,0,0,4,1,-1,0
834,824,829,824,14,17,15,16,1,1,2,1,10,-5,5,-3,2,-1
1059,1050,1045,1040,13,14,12,13,2,4,1,2,9,5,5,-1,2,-1
604,595,595,600,14,14,13,13,1,3,1,1,9,0,-5,0,1,0
862,867,867,862,14,14,15,13,1,1,1,1,-5,0,5,0,-1,2
398,393,389,389,17,19,18,18,1,1,3,2,5,4,0,-2,1,0
473,468,468,468,17,16,18,16,3,3,2,1,5,0,0,1,-2,2
370,365,360,360,20,19,20,21,1,2,1,1,5,5,0,1,-1,-1
337,337,337,337,13,14,12,13,3,3,2,3,0,0,0,-1,2,-1
271,267,267,262,18,19,18,18,1,3,2,1,4,0,5,-1,1,0
820,820,820,815,14,14,13,13,1,3,1,1,0,0,5,0,1,0
1007,998,989,989,20,19,18,18,1,3,1,3,9,9,0,1,1,0
1003,998,993,993,17,19,18,18,2,2,1,1,5,5,0,-2,1,0
782,773,778,773,14,16,15,16,1,2,2,2,9,-5,5,-2,1,-1
281,281,276,281,18,19,18,19,3,1,1,1,0,5,-5,-1,1,-1
346,309,318,323,20,19,18,19,1,2,2,3,37,-9,-5,1,1,-1
262,243,243,239,14,17,15,16,3,2,2,1,19,0,4,-3,2,-1
248,248,243,243,21,19,20,18,2,1,1,1,0,5,0,2,-1,2
417,412,412,407,20,19,20,18,3,1,1,1,5,0,5,1,-1,2
576,571,571,567,18,19,18,18,1,1,2,2,5,0,4,-1,1,0
637,637,637,632,13,14,15,13,1,1,2,1,0,0,5,-1,-1,2
496,492,496,496,18,17,18,19,3,2,2,1,4,-4,0,1,-1,-1
618,604,600,604,14,17,15,16,3,1,1,1,14,4,-4,-3,2,-1
843,843,843,839,18,19,18,18,3,3,2,2,0,0,4,-1,1,0
787,787,778,773,21,19,20,18,2,2,1,2,0,9,5,2,-1,2
731,726,731,726,17,16,18,16,2,3,2,2,5,-5,5,1,-2,2
487,482,487,482,18,17,18,16,3,1,2,1,5,-5,5,1,-1,2
707,707,707,703,13,14,15,16,1,3,2,1,0,0,4,-1,-1,-1
384,379,374,379,13,14,12,13,3,3,1,2,5,5,-5,-1,2,-1
1021,1012,1007,1003,20,19,20,18,2,3,1,2,9,5,4,1,-1,2
548,524,524,529,14,17,15,16,3,2,1,1,24,0,-5,-3,2,-1
342,346,342,342,13,14,15,13,1,3,1,1,-4,4,0,-1,-1,2
646,642,651,646,17,16,18,16,1,2,6,1,4,-9,5,1,-2,2
253,248,248,248,18,19,18,18,3,3,1,1,5,0,0,-1,1,0
900,895,886,881,18,17,18,16,1,3,2,3,5,9,5,1,-1,2
1045,1036,1040,1036,17,16,18,16,3,2,1,2,9,-4,4,1,-2,2
871,867,867,867,18,17,18,16,1,2,2,1,4,0,0,1,-1,2
843,839,843,843,21,19,20,21,2,3,3,1,4,-4,0,2,-1,-1
792,787,787,782,18,17,18,19,1,1,1,2,5,0,5,1,-1,-1
421,412,412,407,17,16,15,16,2,2,1,2,9,0,5,1,1,-1
492,496,492,492,14,17,15,16,2,1,1,3,-4,4,0,-3,2,-1
918,914,914,914,18,19,18,19,1,1,1,1,4,0,0,-1,1,-1
618,618,618,618,21,19,21,21,1,2,1,1,0,0,0,2,-2,0
365,346,346,351,17,16,18,16,4,2,1,1,19,0,-5,1,-2,2
464,454,459,454,20,19,18,18,2,2,1,1,10,-5,5,1,1,0
679,674,674,674,17,16,15,16,2,2,1,1,5,0,0,1,1,-1
450,445,440,440,17,16,18,18,3,1,1,1,5,5,0,1,-2,0
792,792,792,787,14,14,13,13,3,3,1,1,0,0,5,0,1,0
886,886,886,890,21,19,20,21,2,1,1,1,0,0,-4,2,-1,-1
759,750,750,750,13,14,15,13,3,3,1,1,9,0,0,-1,-1,2
881,871,871,867,18,17,18,18,2,2,2,1,10,0,4,1,-1,0
984,979,984,979,17,16,15,16,2,1,3,1,5,-5,5,1,1,-1
932,928,923,928,17,17,15,16,1,1,1,1,4,5,-5,0,2,-1
1026,1012,1017,1012,17,16,15,16,1,2,2,3,14,-5,5,1,1,-1
445,440,440,436,17,16,18,16,3,1,2,3,5,0,4,1,-2,2
445,440,440,436,17,16,18,16,3,3,1,2,5,0,4,1,-2,2
642,642,642,642,13,14,12,13,2,3,1,1,0,0,0,-1,2,-1
267,248,248,243,18,19,18,18,1,2,2,1,19,0,5,-1,1,0
553,543,543,534,14,14,15,13,1,1,3,2,10,0,9,0,-1,2
787,782,778,778,18,19,18,18,1,1,2,1,5,4,0,-1,1,0
496,482,487,492,14,17,15,16,5,2,1,1,14,-5,-5,-3,2,-1
276,276,271,271,14,14,13,13,3,1,3,3,0,5,0,0,1,0
271,267,262,267,18,17,18,18,1,1,3,5,4,5,-5,1,-1,0
1050,1050,1050,1050,20,19,20,21,3,2,1,1,0,0,0,1,-1,-1
389,384,384,379,20,19,20,18,4,1,1,3,5,0,5,1,-1,2
642,632,637,637,13,14,12,13,1,2,1,1,10,-5,0,-1,2,-1
253,253,253,253,14,14,15,13,1,1,2,1,0,0,0,0,-1,2
834,829,829,834,18,17,18,18,1,2,1,2,5,0,-5,1,-1,0
346,337,337,332,17,16,15,16,1,3,2,1,9,0,5,1,1,-1
318,309,304,304,14,14,15,13,3,1,1,3,9,5,0,0,-1,2
942,932,932,937,20,19,20,18,1,2,1,1,10,0,-5,1,-1,2
1017,1021,1017,1012,17,16,15,16,1,3,1,2,-4,4,5,1,1,-1
848,843,843,839,21,19,20,21,1,2,2,2,5,0,4,2,-1,-1
745,740,740,740,20,19,20,18,2,1,1,1,5,0,0,1,-1,2
510,506,506,506,14,14,15,13,1,3,2,1,4,0,0,0,-1,2
1026,1026,1026,1026,13,14,15,16,3,3,2,1,0,0,0,-1,-1,-1
993,824,824,824,13,14,13,13,1,3,2,1,169,0,0,-1,1,0
229,229,224,220,14,14,13,13,3,2,3,1,0,5,4,0,1,0
914,900,914,909,14,14,13,13,1,5,1,2,14,-14,5,0,1,0
871,867,867,867,21,19,20,21,1,1,1,3,4,0,0,2,-1,-1
192,182,187,187,14,14,15,13,1,2,2,1,10,-5,0,0,-1,2
703,703,698,698,20,19,20,18,1,1,2,1,0,5,0,1,-1,2
557,557,557,553,21,19,20,18,2,1,2,2,0,0,4,2,-1,2
515,501,506,506,14,17,15,16,1,4,1,1,14,-5,0,-3,2,-1
886,881,871,871,14,14,15,13,1,2,3,3,5,10,0,0,-1,2
628,618,609,609,18,17,18,16,1,1,3,1,10,9,0,1,-1,2
909,895,886,886,18,17,18,16,1,1,1,1,14,9,0,1,-1,2
267,267,267,267,21,19,20,18,2,1,3,1,0,0,0,2,-1,2
436,445,431,431,17,16,15,16,2,1,1,2,-9,14,0,1,1,-1
342,342,337,337,13,14,15,13,3,1,1,3,0,5,0,-1,-1,2
201,192,187,182,14,14,13,13,2,2,2,2,9,5,5,0,1,0
646,642,646,642,13,14,15,13,1,2,2,1,4,-4,4,-1,-1,2
642,637,632,632,20,19,20,18,2,1,1,1,5,5,0,1,-1,2
210,206,206,206,14,14,15,13,1,2,1,3,4,0,0,0,-1,2
792,782,778,778,18,17,18,16,3,1,1,1,10,4,0,1,-1,2
510,510,492,496,14,14,15,13,1,3,2,2,0,18,-4,0,-1,2
792,768,768,759,18,16,18,16,1,2,1,2,24,0,9,2,-2,2
689,679,684,684,17,16,15,16,2,2,2,1,10,-5,0,1,1,-1
421,417,421,417,13,16,15,16,2,4,1,2,4,-4,4,-3,1,-1
393,384,379,379,17,16,15,16,3,2,2,2,9,5,0,1,1,-1
993,993,989,989,20,19,20,18,1,3,1,4,0,4,0,1,-1,2
984,984,979,979,13,14,15,13,1,3,2,2,0,5,0,-1,-1,2
768,759,764,764,20,19,20,21,2,2,2,2,9,-5,0,1,-1,-1
951,951,951,951,13,14,12,13,5,1,3,3,0,0,0,-1,2,-1
351,346,342,342,13,14,12,13,1,3,1,1,5,4,0,-1,2,-1
1031,1031,1026,1031,17,16,18,18,1,3,1,1,0,5,-5,1,-2,0
1017,1012,1007,1012,13,16,15,16,2,2,3,1,5,5,-5,-3,1,-1
979,979,979,974,20,19,18,18,1,3,3,1,0,0,5,1,1,0
707,703,703,698,13,14,15,13,3,3,2,2,4,0,5,-1,-1,2
520,520,515,614,14,17,15,13,3,1,1,1,0,5,-99,-3,2,2
736,726,731,731,20,19,20,18,1,2,1,1,10,-5,0,1,-1,2
412,407,567,407,20,19,18,21,2,1,1,1,5,-160,160,1,1,-3
928,918,918,918,14,17,15,16,1,4,2,3,10,0,0,-3,2,-1
618,614,618,614,14,14,15,13,4,2,2,1,4,-4,4,0,-1,2
506,496,506,506,14,17,15,16,1,2,2,1,10,-10,0,-3,2,-1
1073,1073,1073,1073,13,14,15,13,1,2,2,2,0,0,0,-1,-1,2
562,562,562,590,14,14,15,13,2,3,2,1,0,0,-28,0,-1,2
290,290,290,290,18,19,20,19,3,1,1,3,0,0,0,-1,-1,1
693,684,684,679,17,16,18,18,1,1,1,1,9,0,5,1,-2,0
290,286,286,286,18,17,18,16,1,1,1,1,4,0,0,1,-1,2
295,286,286,286,14,14,15,13,1,2,3,2,9,0,0,0,-1,2
712,707,707,703,20,19,18,18,3,2,1,2,5,0,4,1,1,0
782,773,778,778,21,19,20,21,1,2,1,1,9,-5,0,2,-1,-1
848,815,806,806,14,14,15,13,3,2,1,1,33,9,0,0,-1,2
510,506,510,506,14,17,15,16,1,3,2,2,4,-4,4,-3,2,-1
431,421,426,421,13,14,15,13,3,2,2,3,10,-5,5,-1,-1,2
1050,1045,1050,1045,20,19,18,18,3,4,1,2,5,-5,5,1,1,0
468,468,468,464,20,19,20,18,3,1,2,2,0,0,4,1,-1,2
300,290,290,290,14,17,15,16,2,1,1,1,10,0,0,-3,2,-1
454,450,445,445,13,14,15,13,1,2,2,1,4,5,0,-1,-1,2
1017,1003,998,993,17,16,18,16,1,1,2,2,14,5,5,1,-2,2
1045,1045,1036,1036,17,16,18,18,1,1,3,1,0,9,0,1,-2,0
224,215,210,210,18,17,18,16,3,1,3,2,9,5,0,1,-1,2
1068,1059,1054,1054,20,19,20,21,2,1,3,1,9,5,0,1,-1,-1
243,243,234,239,14,14,15,16,2,3,1,1,0,9,-5,0,-1,-1
201,201,192,192,18,19,18,19,1,2,4,2,0,9,0,-1,1,-1
834,824,824,829,14,17,15,16,2,2,1,1,10,0,-5,-3,2,-1
773,773,768,768,20,19,20,21,2,1,1,1,0,5,0,1,-1,-1
792,792,792,787,18,19,18,19,3,1,2,1,0,0,5,-1,1,-1
220,660,196,192,14,16,13,13,1,1,2,2,-440,464,4,-2,3,0
618,614,609,614,14,17,15,16,1,3,1,1,4,5,-5,-3,2,-1
993,993,984,984,17,16,18,16,2,3,1,3,0,9,0,1,-2,2
379,370,370,370,13,14,15,16,4,1,2,1,9,0,0,-1,-1,-1
379,379,384,384,20,19,20,21,1,3,1,1,0,-5,0,1,-1,-1
810,801,801,796,14,14,13,13,2,4,1,1,9,0,5,0,1,0
548,543,543,539,18,17,18,16,3,1,1,2,5,0,4,1,-1,2
234,220,220,220,14,17,15,16,3,3,2,1,14,0,0,-3,2,-1
998,993,993,993,13,14,12,13,5,1,1,2,5,0,0,-1,2,-1
646,637,646,637,13,16,15,16,2,1,6,3,9,-9,9,-3,1,-1
900,895,895,890,21,19,20,21,1,2,1,2,5,0,5,2,-1,-1
318,314,314,309,14,14,15,16,2,1,2,1,4,0,5,0,-1,-1
618,609,600,600,14,17,15,16,1,1,1,1,9,9,0,-3,2,-1
187,187,187,187,14,17,15,16,1,1,2,1,0,0,0,-3,2,-1
839,839,829,829,14,14,15,13,1,3,3,2,0,10,0,0,-1,2
609,595,595,595,21,19,20,19,1,1,1,1,14,0,0,2,-1,1
900,895,895,890,14,17,15,16,2,1,2,1,5,0,5,-3,2,-1
464,454,459,454,13,14,15,16,3,2,3,1,10,-5,5,-1,-1,-1
286,276,262,262,14,14,13,13,1,1,2,1,10,14,0,0,1,0
651,646,646,646,13,14,12,13,1,5,3,3,5,0,0,-1,2,-1
571,562,557,557,14,14,15,13,1,3,1,1,9,5,0,0,-1,2
543,539,543,539,18,19,18,18,1,2,2,1,4,-4,4,-1,1,0
323,318,314,309,14,17,15,16,1,1,2,2,5,4,5,-3,2,-1
510,510,515,515,18,17,18,19,1,4,2,1,0,-5,0,1,-1,-1
1045,1040,1040,1045,13,14,12,13,3,3,1,1,5,0,-5,-1,2,-1
1073,1073,1073,1068,13,14,12,13,1,1,4,1,0,0,5,-1,2,-1
665,656,665,660,13,14,12,13,2,2,2,1,9,-9,5,-1,2,-1
290,281,286,286,14,14,15,16,2,2,1,3,9,-5,0,0,-1,-1
529,520,524,520,14,14,15,13,1,2,2,2,9,-4,4,0,-1,2
365,360,360,360,20,19,18,18,4,3,3,1,5,0,0,1,1,0
871,862,867,857,14,14,15,13,2,1,1,1,9,-5,10,0,-1,2
693,693,693,689,20,19,20,18,1,3,1,2,0,0,4,1,-1,2
960,956,956,956,13,14,15,13,3,2,1,2,4,0,0,-1,-1,2
379,374,374,370,13,14,15,13,1,1,1,1,5,0,4,-1,-1,2
478,473,473,473,17,16,18,18,1,2,1,2,5,0,0,1,-2,0
618,614,614,609,14,17,15,16,2,2,2,1,4,0,5,-3,2,-1
1073,1073,1073,1073,17,19,18,18,2,2,1,3,0,0,0,-2,1,0
815,806,815,815,18,17,18,16,2,2,1,1,9,-9,0,1,-1,2
1050,1045,1045,1040,17,16,15,16,1,2,1,2,5,0,5,1,1,-1
651,651,646,656,20,19,20,21,1,1,3,1,0,5,-10,1,-1,-1
360,356,356,356,17,16,15,16,3,2,1,1,4,0,0,1,1,-1
951,942,946,951,20,19,20,18,3,2,1,2,9,-4,-5,1,-1,2
295,290,290,290,14,17,15,16,1,1,2,1,5,0,0,-3,2,-1
262,257,257,253,14,14,15,13,5,3,3,2,5,0,4,0,-1,2
436,436,440,440,20,19,20,21,1,2,2,1,0,-4,0,1,-1,-1
356,351,351,356,17,16,18,18,3,2,1,3,5,0,-5,1,-2,0
403,398,393,389,17,16,18,18,2,1,2,2,5,5,4,1,-2,0
684,674,679,679,20,19,20,21,4,2,1,1,10,-5,0,1,-1,-1
614,600,590,595,14,14,13,13,3,2,1,3,14,10,-5,0,1,0
487,473,473,473,18,19,18,18,1,2,1,2,14,0,0,-1,1,0
778,773,778,773,20,19,20,21,1,2,1,2,5,-5,5,1,-1,-1
